0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  508, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
